Ext.ID	Museum	Sampling.date	Catalogue.accession	Species	Collection.notes	Sex	Age	Year	Country	Region	Locality	Oral.health	Appearance	Sampling.comments	Ext.Date	Sample.weight.g.	Pigmented_extract	Qubit.concentration.ng.ul.	LP.date	Extract.vol.used	LP.copies	Ind.date	LP.vol.used	Ind.cycles	Ind.copies	Pool	Pooled.volume.ul.	Instrument.model	Common.name	habitat.general	order	Species_Lintulaakso_et_al	diet_cluster_name	diet_quality	cp	ee	cf	ash	nfe	calculated_species_main_diet	raw_count	unmapped_count	mapped_count	host_count	human_count	unmapped_avlength	mapped_avlength	p_Sediment.Soil	p_Skin	p_aOral	p_mOral	p_Unknown	classified	unclassified	Bacteria	Archaea	Eukaryota	Viruses	species_raw	is.blank	failed.repeated	combined.sample	Sample.weight.ug	DNA_input_ng	libraries_input_copies	theor_ind_copies
MV_079p	NHM Vienna	20230214	40924/34237	Meles meles	Parndorfer Platte, Gem. Parndorf, Burgenland 20 Juli 1985 Maria Leitner leg./untermauerbach Gem. Mauerbach Niederosterreih 27.6.1985 K. Heubock leg. M Hohneck don.	?/male		1985	Austria				 /very fine powder; not enough	 	20230828	0.01	FALSE	2.69	20230830	20	2.68e+08	20230920_7-7	12	11	8.13e+10	Pool A	3	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	9769620	8108218	42186	41077	1109	51.57	50.13	7.1	2.9	31	15.6	43.4	13.7	86.3	13.7	0	0.01	0	8380	FALSE	FALSE	TRUE	10	53.8	3.216e+09	6.586368e+12
MV_081	NHM Vienna	20230214	42651	Meles meles	Tal d. Kl. Taffa SSE Burgstall, Niederösterreich 25 Mai 1991 P. Reischutz don			1991	Austria				 	might actually be enough	20230801	0.02	FALSE	22.1	20230810	20	5.04e+08	20230908	12	11	4.4e+08	Pool D	5	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	1754304	1551168	50753	50386	367	46.52	44.96	0.6	0.7	64.2	14.9	19.6	7	93	7	0	0.01	0	4729	FALSE	FALSE	FALSE	20	442	6.048e+09	1.2386304e+13
MV_082	NHM Vienna	20230214	29364	Meles meles	Hangunterhalbd.Teufelsrast-Felsdacher Gem Nohagen Niederosterreich 20 Sept 1981 R Vogl leg et don			1981	Austria				jaw deformed	maybe enough	20230801	0.013	FALSE	31.6	20230810	20	2.59e+09	20230908	12	11	3.7e+10	Pool B	2	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	6044616	5743354	91257	90590	667	68.27	59.87	3.5	1.2	54.6	13	27.7	12.6	87.4	12.5	0.1	0.02	0	8417	FALSE	FALSE	FALSE	13	632	3.108e+10	6.365184e+13
MV_083	NHM Vienna	20230214	57478	Meles meles	Sankt Bernhard-Frauenhofen, NÖ 25 Mai 1991 Reischutz	?		1991	Austria					might actually be enough	20230723	0.024	FALSE	156.8	20230727	20	1.22e+09	20230905	12	11	1.2e+09	Pool C	4	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	2135918	1916528	51883	51399	484	49.22	46.94	10.2	3.8	34.1	20.8	31.1	9.9	90.2	9.8	0	0.01	0	6127	FALSE	FALSE	FALSE	24	3136	1.464e+10	2.998272e+13
MV_085	NHM Vienna	20230214	23369	Meles meles	HeiligenKrenzerwiese, Baden, GB+PB Baden Niederosterreich Coll. Zalesky			1936	Austria						20230723	0.015	TRUE	36.4	20230727	20	6.22e+08	20230905	12	11	2720000		NA		European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	15	728	7.464e+09	1.5286272e+13
MV_087	NHM Vienna	20230214	61624	Meles meles	Purkersdorf NÖ ?1952-?1960 Riener Ingo Sigurd	 		1950-60	Austria				 	covered in glue	20230726	0.009	FALSE	2.07	20230831	20	1.22e+08	20230906	12	11	2.52e+09	Pool C	4	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	593059	343748	1353	1250	103	38.33	36.67	12	1.1	9.6	17.1	60.1	3.6	96.4	3.6	0	0	0	1296	FALSE	FALSE	FALSE	9	41.4	1.464e+09	2.998272e+12
MV_088	NHM Vienna	20230214	63322	Meles meles	Wolfsbach, NÖ 25 Jun 2000 Blumenschein Johann	?		2000	Austria						20230613	0.021	FALSE	47.9	20230619	20	7650000	20230621	18	12	7.02e+09	Pool C	2	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	1442915	1350498	39362	39214	148	58.97	56.53	4.1	2.6	45.9	14.3	33.1	11.9	88.1	11.9	0	0.02	0	5735	FALSE	FALSE	FALSE	21	958	137700000	564019200000
MV_089	NHM Vienna	20230214	73873	Meles meles	Gansedorf, Niederosterreich 2018/1/7 FIWI Vet. Med. Univ. Wien via	female		2018	Austria						20230723	0.018	FALSE	10.3	20230727	20	4.48e+08	20230905	12	11	2.76e+10	Pool B	3	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	11125406	9791092	30016	29053	963	52.1	50.47	6.3	3	36.6	15.7	38.4	10.3	89.7	10.3	0	0.01	0	8467	FALSE	FALSE	FALSE	18	206	5.376e+09	1.1010048e+13
MV_090	NHM Vienna	20230214	72324	Meles meles	Wien 1130 Wien Wien, Osterreich 2015/5/8 Peter Minor leg et dn	female		2016	Austria						20230816	0.025	FALSE	42.1	20230824	20	7.27e+08	20230908	12	11	1.72e+10	Pool B	3	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	2769149	2368283	226606	225797	809	56.07	56.96	1.6	2.5	49.2	19.2	27.5	12.6	87.4	12.6	0	0.04	0	7156	FALSE	FALSE	FALSE	25	842	8.724e+09	1.7866752e+13
MV_091	NHM Vienna	20230214	7075/B 5551	Meles meles	Kleinsolk, Stmk 10 Aug 1941 Wettstein Otto	male		1941	Austria				 	 	20230816	0.01	FALSE	5.07	20230824	20	3.39e+08	20230908	12	11	4.19e+10	Pool B	2	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	4186100	3641162	15250	13889	1361	56.42	51.9	7.4	2.9	40.2	14.1	35.4	9.2	90.8	9.2	0	0.01	0	7382	FALSE	FALSE	FALSE	10	101.4	4.068e+09	8.331264e+12
MV_092	NHM Vienna	20230214	F757	Meles meles	E Mitterbach, STMK 1991-08-06 P. Sehnal	male		1991	Austria				 	black spots throughout bone and teeth; spongy jaw bone	20230828	0.008	FALSE	18.1	20230830	20	4.28e+08	20230920_7-7	12	11	5e+10	Pool A	3	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	9543304	8669113	368451	366478	1973	63.41	57.97	5.7	2.5	30.8	16.7	44.4	16.6	83.4	16.5	0	0.03	0	8739	FALSE	FALSE	FALSE	8	362	5.136e+09	1.0518528e+13
MV_093	NHM Vienna	20230214	9011	Meles meles	Frankenstein/Ober-Trixen, Bez Volkermarkt, Karnten Mai 1926 P Urban	male		1926	Austria					dirty	20230816	0.018	FALSE	7.23	20230824	20	4.84e+08	20230908	12	11	1.29e+11	Pool A	2	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	3230905	2702635	36312	35087	1225	49.81	50.48	9.7	4.8	35.1	17.5	32.8	9.3	90.7	9.2	0	0.02	0	6309	FALSE	FALSE	FALSE	18	144.6	5.808e+09	1.1894784e+13
MV_095	NHM Vienna	20230214	2840	Meles meles	Völkermarket, K Mai 1926 Urban G	male		1926	Austria				 	 	20230828	0.007	FALSE	3.16	20230830	20	5.67e+08	20230920_7-7	12	11	7.28e+10	Pool A	3	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	11848133	7374048	3238559	3222899	15660	55.21	54.54	8.4	28.6	11.1	8.1	43.7	36	64	35.4	0	0.42	0.1	7608	FALSE	FALSE	FALSE	7	63.2	6.804e+09	1.3934592e+13
MV_096	NHM Vienna	20230215	22939	Meles meles	Schorfheide Bez Frankfurst/Oder DDR 1888 Coll W Rüdiger 95	female		1888	DDR						20230613	0.019	FALSE	2.59	20230619	20	4720000	20230621	18	12	1.98e+09	Pool C	4	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	891704	734622	14095	12891	1204	44.48	43.35	25.2	5.2	15.2	9	45.3	10	90	10	0	0.01	0	3817	FALSE	FALSE	FALSE	19	51.8	84960000	347996160000
MV_097	NHM Vienna	20230215	22941	Meles meles	Uederberge, Schorfheide, Bez Frankfurt/Oder DDR 1892 Coll W Rüdiger 96	female		1892	DDR						20230613	0.016	FALSE	1.1	20230619	20	5730000	20230621	18	12	1.5e+10	Pool B	3	Illumina NovaSeq X Plus	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	3499918	2893952	94633	93687	946	49.45	57.47	14.5	3.9	24.1	11.6	45.9	9.5	90.5	9.4	0	0.05	0	6907	FALSE	FALSE	FALSE	16	22	103140000	422461440000
MV_099	NHM Vienna	20230215	28545	Sus scrofa	Lainzer Tiergarten Wien 13 Bezirk (Hietzing) (Totfung) 25.9.65 Ferdinand Bauchinger leg et don			1965	Austria						20230707	0.022	FALSE	48.6	20230712	20	1.16e+09	20230818	18	11	3.25e+10	Pool B	3	Illumina NovaSeq X Plus	Wild boar	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	8228926	6270754	1402196	1398799	3397	55.13	52.69	3	1.2	41.2	20.3	34.3	12.9	87.2	10.1	2.7	0.04	0	8468	FALSE	FALSE	FALSE	22	972	2.088e+10	4.276224e+13
MV_100	NHM Vienna	20230215	8808	Sus scrofa	Seewinkel Bez. Neusiedl aum See, Burgenland 10 Nov 1962 H Urschitz Kamf			1962	Austria					dubious	20230816	0.011	FALSE	3.72	20230824	20	3.42e+08	20230920_7-7	12	11	6.31e+10	Pool A	3	Illumina NovaSeq X Plus	Wild boar	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	13292831	10886783	184004	182091	1913	52.26	51.36	3.7	1.2	51.6	21.2	22.2	9.6	90.4	8.7	0.9	0.01	0	8405	FALSE	FALSE	FALSE	11	74.4	4.104e+09	8.404992e+12
MV_102	NHM Vienna	20230215	18799	Sus scrofa	Vladuschkan, Siebenburgem aus die Nachloss Prof R Schubert-Soldern			1905	Romania					thick plaque; falls right off	20230707	0.014	FALSE	30.6	20230712	20	45700000	20230818	18	11	2.5e+09	Pool C	4	Illumina NovaSeq X Plus	Wild boar	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	624213	371063	897	836	61	42.26	40.67	1.8	7.2	27.5	30	33.4	6.6	93.4	6.5	0.1	0	0	1938	FALSE	FALSE	FALSE	14	612	822600000	1684684800000
MV_103	NHM Vienna	20230215	507	Sus scrofa	Galizien 30 IX 1895 von Oberstjägermeister anst durch Forstmeister Rust ans dem Rovies Hülleldorf	female		1895	Austria					thick plaque; falls right off	20230609	0.021	FALSE	19.6	20230620	20	4840000	20230622	18	11	7.9e+09	Pool C	4	Illumina NovaSeq X Plus	Wild boar	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	3364668	2824663	43926	43572	354	47.88	46.99	5.7	3.2	35.4	16.6	39.1	8.5	91.5	4.6	3.9	0	0	6261	FALSE	FALSE	FALSE	21	392	87120000	178421760000
MV_104	NHM Vienna	20230216	62272	Capreolus capreolus	Wolfsbach, NÖ ? Herbst 1998 Blumenschein Johann	male		1998	Austria				very fine; difficult to sample	probably not enough	20230717	0.019	FALSE	0.462	20230721	20	70500000	20230920_3-3	10	14	4.55e+10	Pool B	2	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	17635474	12606998	2331531	2327263	4268	58.64	67.55	5.8	5.8	19.5	16.5	52.3	15.8	84.2	15.7	0	0.04	0	7959	FALSE	FALSE	FALSE	19	9.24	7.05e+08	1.155072e+13
MV_106	NHM Vienna	20230216	73688	Capreolus capreolus	Jois, Neusiedl am See, Burgenland, Osterreich 1994/4 Dostal ex coll	female		1994	Austria						20230627	0.026	FALSE	18.6	20230629	20	1.77e+08	20230906	12	11	1300000		NA		Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	26	372	2.124e+09	4.349952e+12
MV_107	NHM Vienna	20230216	72493	Capreolus capreolus	Brandenberg, Kurfstein, Tirol, Osterreich juvenil 2017/1 Messner familie leg. et don. Ernst Mikschi Dr. Naturhistorisches Museum Wien via	female		2017	Austria				very fine; difficult to sample		20230627	0.01	FALSE	7.11	20230629	20	14400000	20230906	12	11	1.39e+08	Pool D	5	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	120459	69203	17957	17866	91	41.29	43.75	5.9	11.3	5.9	41.9	34.9	9.9	90.1	9.9	0	0.02	0	630	FALSE	FALSE	FALSE	10	142.2	172800000	353894400000
MV_109	NHM Vienna	20230216	26474	Capreolus capreolus	Umgebung von Gföhl Gem Gföhl, Niederösterreich 10 Sept 1978 Jager Rossi leg K magnus don	female		1978	Austria						20230627	0.029	FALSE	27.7	20230629	20	48200000	20230906	12	11	5.61e+09	Pool C	2	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	846618	749968	475	442	33	45.72	47.92	3.8	4.9	32.5	30.8	27.9	10.1	89.9	10.1	0	0	0	2832	FALSE	FALSE	FALSE	29	554	578400000	1184563200000
MV_110	NHM Vienna	20230216	62271	Capreolus capreolus	Sankt Ulrich bei Steyr, OÖ ? Sept 2000 Blumenschein Johann	female		2000	Austria						20230726	0.029	FALSE	45.8	20230831	10	2.5e+08	20230920_7-7	12	11	3.92e+10	Pool B	2	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	8281513	7651477	129608	129155	453	64.49	63.01	4.2	3.2	18.2	20.7	53.7	25.1	74.9	25.1	0	0.01	0	7891	FALSE	FALSE	FALSE	29	458	3e+09	6.144e+12
MV_111	NHM Vienna	20230216	82571	Capreolus capreolus	Österreich Dostal ex coll	female		1989	Austria						20230726	0.025	FALSE	12.4	20230831	20	11800000	20230920_7-7	12	11	1.18e+09	Pool C	4	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	116177	81823	6741	6694	47	41.28	43.03	0	4.6	12	39.9	43.6	8.4	91.6	8.4	0	0.01	0	530	FALSE	FALSE	FALSE	25	248	141600000	289996800000
MV_112	NHM Vienna	20230216	F1130	Capreolus capreolus	Neusiedl am See, B 17 Sept 1992 Sehnal Peter	?		1992	Austria			 	 	 	20230726	0.024	TRUE	35.9	20230809	5	2.92e+08	20230907	12	11	4.44e+10	Pool B	2	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	10223588	9088310	46569	45899	670	56.57	54.98	6	3.6	15.1	19.7	55.6	10.5	89.5	10.4	0	0	0	8292	FALSE	FALSE	FALSE	24	179.5	3.504e+09	7.176192e+12
MV_113	NHM Vienna	20230220	29574	Rupicapra rupicapra	Bärenleitenkogel Osthornig Dürrenstein-Massiv Gem Gaming, NO 28 April 1980 F Schobesberger leg Foostrero?? Rosch?? Don (6 Sch 8)	female		1980	Austria				large brown plaques		20230626	0.03	FALSE	43.4	20230628	20	3.2e+08	20230724	18	11	5.43e+09	Pool C	2	Illumina NovaSeq X Plus	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	5719521	5513138	20922	20808	114	59.89	60.89	6.5	2.6	14.6	13.3	63	7.9	92.1	7.8	0.1	0	0	7572	FALSE	FALSE	FALSE	30	868	5.76e+09	1.179648e+13
MV_114	NHM Vienna	20230220	29575	Rupicapra rupicapra	Bärenleitenkogel-Osthang Dürrenstein-Massiv, Gem. Gamming, NO 28 April 1980 G Schobesberger leg F.verw Rotschild don. (G Schr 9)	female		1980	Austria						20230626	0.027	FALSE	20.6	20230628	20	2.83e+08	20230724	18	11	3.99e+10	Pool B	2	Illumina NovaSeq X Plus	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	1936806	1589955	60493	59986	507	45.08	46.28	1.5	6.4	24.7	28.9	38.5	16.6	83.4	16.6	0	0.01	0	4860	FALSE	FALSE	FALSE	27	412	5.094e+09	1.0432512e+13
MV_115	NHM Vienna	20230220	29572	Rupicapra rupicapra	Über d Wassböndl, E Dürenstien-Massiv, Gem Gaming, NÖ 16 April 1980 G Schobesberger leg F.verw Rotschild don. (G Schr 6)	male		1980	Austria				large brown plaques; enamle flakes easily		20230626	0.018	FALSE	21	20230628	20	1.15e+09	20230724	18	11	4.19e+11	Pool A	1	Illumina NovaSeq X Plus	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	5735043	5196688	38147	37973	174	62.13	53.84	7.5	3.1	23.6	17.7	48	25.7	74.3	25.6	0	0.01	0	7717	FALSE	FALSE	FALSE	18	420	2.07e+10	4.23936e+13
MV_116	NHM Vienna	20230220	4626	Rupicapra rupicapra	Mürsteg, Steiermark ^ Dez 1912 Prof J Knotek don	male		1912	Austria						20230626	0.026	FALSE	16.8	20230628	20	6.02e+08	20230724	18	11	2750000		NA		Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	26	336	1.0836e+10	2.2192128e+13
MV_118	NHM Vienna	20230220	29576	Rupicapra rupicapra	E Durchlaßalm, Dürrenstein-Massiv, Gem Gaming, Niederosterreich 11 Mai 1980 G Schobesberger leg Forstreow(?) Rotschild don. (G Schr 11)	female		1980	Austria						20230629	0.014	FALSE	7.76	20230704	20	1.29e+08	20230906	12	11	2.76e+10	Pool B	3	Illumina NovaSeq X Plus	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	7248390	6386071	43062	42709	353	56.4	58.22	6.5	6.1	24	22.6	40.8	23.3	76.7	23.2	0	0.01	0	7634	FALSE	FALSE	FALSE	14	155.2	1.548e+09	3.170304e+12
MV_119	NHM Vienna	20230220	29577	Rupicapra rupicapra	Forrstotr, E Weißmauer v Wurzenriegel, Durrenstein-Massiv, Gem gaming, Niederosterreich 15 Mai 1980 G Schobesberger leg Forstverr(?) Roth	male		1980	Austria						20230629	0.026	FALSE	34.8	20230704	20	7.6e+07	20230906	12	11	1.05e+10	Pool C	4	Illumina NovaSeq X Plus	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	2830293	2576349	28787	28401	386	53.37	55.17	3	4.7	20.7	23.7	47.9	15.8	84.2	15.7	0	0.01	0	5977	FALSE	FALSE	FALSE	26	696	9.12e+08	1.867776e+12
MV_120	NHM Vienna	20230220	227	Rupicapra rupicapra	Eisenerz Gem + GB Eisenerz Steiermark K+K Gutsverwalt Eisenerz don Marz 1892	female		1892	Austria						20230629	0.029	FALSE	18.3	20230704	20	11900000	20230906	12	11	1.4e+09	Pool C	4	Illumina NovaSeq X Plus	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	425905	385298	843	819	24	44.66	43.63	1.3	8.8	31.9	36.8	21.3	9.2	90.8	9.2	0	0	0	1704	FALSE	FALSE	FALSE	29	366	142800000	292454400000
MV_121	NHM Vienna	20230220	4612	Rupicapra rupicapra	NE Steir. Kalkalpen, Steiermark Prof J Knotek leg et don	male		1900-1920	Austria				gray/white dusty		20230629	0.017	FALSE	1.47	20230704	20	1180000	20230920_remainder	12	11	2230000		NA		Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	17	29.4	14160000	28999680000
MV_122	NHM Vienna	20230220	4636	Rupicapra rupicapra	Schneealpe, Gem Altenburg a.d. Rax Steiermark 29 Feb 1909 Prof J Knotek don	male		1909	Austria				large plaques		20230707	0.019	TRUE	10.8	20230712	20	1.1e+08	20230720	12	10	51200000	Pool D	5	Illumina NovaSeq X Plus	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	164199	125522	2121	2079	42	40.51	42.45	1	9.4	42.8	40.4	6.4	8.1	92	8	0	0.01	0	622	FALSE	FALSE	FALSE	19	216	1.32e+09	1.35168e+12
MV_123	NHM Vienna	20230220	41950	Rupicapra rupicapra	Trarúschacht (KN 1625/411) Tauplitzalm, GB Irdning, PB Liezen Steiermark 25 Mai 1990 R. Greilingerleg			1990	Austria						20230707	0.021	TRUE	22	20230712	20	11200000	20230818	18	11	1150000		NA		Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	21	440	201600000	412876800000
MV_124	NHM Vienna	20230220	4599	Rupicapra rupicapra	NE Steir. Kalkalpen, Steiermark Prof J Knotek leg et don	male		1900-1920	Austria						20230707	0.017	FALSE	4.36	20230712	20	78500000	20230818	18	11	2.75e+09	Pool C	4	Illumina NovaSeq X Plus	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	689506	452191	12351	12080	271	39.6	40.25	0.9	4.5	29	25.6	40	11.9	88.1	11.9	0	0.01	0	1685	FALSE	FALSE	FALSE	17	87.2	1.413e+09	2.893824e+12
MV_125	NHM Vienna	20230220	4639	Rupicapra rupicapra	NE Steir. Kalkalpen, Steiermark Prof J Knotek leg et don	male		1900-1920	Austria						20230707	0.015	TRUE	4.73	20230831	10	108000		NA	NA	NA		NA		Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	15	47.3	NA	NA
MV_126	NHM Vienna	20230220	29573	Rupicapra rupicapra	Bärenleitenkogel Osthornig Dürrenstein-Massiv Gem Gaming, NO 28 April 1980 6 Sch 7 G Schobesberger leg F.verw Rotschild don. 	female		1980	Austria						20230723	0.015	FALSE	15.2	20230727	20	1.72e+08	20230905	12	11	3.17e+09	Pool C	4	Illumina NovaSeq X Plus	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	6048867	5454825	198803	197946	857	55.41	55.78	5.4	4.1	23.2	20.6	46.7	18	82	17.9	0	0.02	0	7157	FALSE	FALSE	FALSE	15	304	2.064e+09	4.227072e+12
MV_127	NHM Vienna	20230220	41374	Rupicapra rupicapra	(Niederosterreich) C Schlag v. Scharhelm don	male		1900	Austria						20230723	0.022	FALSE	6.62	20230727	20	507000		NA	NA	NA		NA		Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	22	132.4	NA	NA
MV_128	NHM Vienna	20230220	4591	Rupicapra rupicapra	NE Steir. Kalkalpen, Steiermark Prof J Knotek leg et don	male		1900-1920	Austria						20230723	0.022	TRUE	13	20230727	20	37100000	20230905	12	11	210000		NA		Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	22	260	445200000	911769600000
MV_129	NHM Vienna	20230220	41373	Rupicapra rupicapra	Wildalpen, GB St Gallen PB Liezen Steiermark um 1910-1920 Alfred Weidholz don			1910-1920	Austria				massive thick plaque		20230723	0.024	TRUE	33.7	20230727	20	626000		NA	NA	NA		NA		Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	24	674	NA	NA
